left_out_block,n_cells_left_out,converged,strong_beta,strong_odds_ratio,strong_ci_low,strong_ci_high
250028,16,True,1.7933815599918823,6.009740442388043,4.543450227736919,7.949240857616746
260003,12,True,1.7942625398230576,6.0150372353496895,4.547462181328251,7.95623393883297
260004,25,True,1.7941708829015999,6.014485940819609,4.547058060947379,7.955482566409077
260005,25,True,1.7945150387062,6.016556217296228,4.548529167095666,7.9583855321300945
260006,25,True,1.7948520430305783,6.018584164453609,4.549974606885057,7.961221429631341
260007,22,True,1.794269352458379,6.015078213744404,4.547466766862318,7.95633432246653
260008,25,True,1.794784611414664,6.018178335280895,4.549683140645454,7.960657776731698
260009,25,True,1.7940071954304975,6.013501525396409,4.546322956458827,7.954164484634857
260010,25,True,1.7936030534627503,6.011071708085531,4.5445631745336525,7.950815445194939
260011,24,True,1.7940059945561828,6.013494303941222,4.546305369165626,7.954176151209631
260012,25,True,1.7946410179806456,6.017314226428861,4.549056479013924,7.959468225250921
260013,25,True,1.7934985348413477,6.010443471989207,4.544076576856783,7.950004829136543
260014,25,True,1.793841117313691,6.012502897315089,4.545554041199624,7.952867959013833
260015,25,True,1.7934160554624452,6.009947754788214,4.543696118342374,7.9493590844409185
260016,25,True,1.793748806882753,6.011947906197751,4.5451428110768735,7.95211924667161
260017,24,True,1.7945689277760326,6.016880452650665,4.5487216553487135,7.958906507044625
260018,21,True,1.7943764760579406,6.015722605088448,4.547883805933115,7.9573093785202955
260019,25,True,1.796733147319062,6.02991640415667,4.558239018268085,7.976740950923791
260020,25,True,1.7963039432337073,6.02732889472619,4.556351991472422,7.973197345857675
260021,25,True,1.7943292854942625,6.015438726446033,4.547655283801024,7.956958215483315
260022,22,True,1.796155859215314,6.026436409726294,4.555702014824995,7.971973514134655
260023,25,True,1.7930728290607783,6.007885336004667,4.542098967719516,7.94669743374223
260024,25,True,1.793426676647356,6.010011587893613,4.5436475885603524,7.949612856762104
260025,25,True,1.7933718607799454,6.009682152924489,4.543398173908173,7.949177729257295
260026,25,True,1.7925247943925526,6.004593708603162,4.539638728864765,7.942294036779674
260027,24,True,1.7925737343764854,6.004887580513769,4.539840923145721,7.94271769981379
